iter	Logloss
238	0.3578124877
239	0.3576466958
240	0.357272839
241	0.3567759312
242	0.3563605326
243	0.3560865309
244	0.3558777944
245	0.3553230281
246	0.3548982586
247	0.354608236
248	0.3542826233
249	0.3539456584
250	0.3535199637
251	0.3531832429
252	0.3527751958
253	0.3526103148
254	0.3521347947
255	0.3517856339
256	0.3515411299
257	0.3512628118
258	0.3509382557
259	0.3506355869
260	0.3501915854
261	0.3498924023
262	0.3495323077
263	0.3493448486
264	0.3488639039
265	0.3484307951
266	0.3481377702
267	0.3478859769
268	0.3476131953
269	0.3471207097
270	0.3468682579
271	0.3465985376
272	0.3463748296
273	0.346059219
274	0.3457250709
275	0.3454319499
276	0.3454019515
277	0.3450513516
278	0.3448947903
279	0.3444317085
280	0.3440895993
281	0.3437473471
282	0.343473937
283	0.3430944968
284	0.3428547692
285	0.3425223207
286	0.3422271204
287	0.3419088251
288	0.3414663379
289	0.3410476793
290	0.3406317123
291	0.3404362992
292	0.3401931429
293	0.3398976093
294	0.3394585363
295	0.3392672252
296	0.3389310998
297	0.3387026206
298	0.3384350917
299	0.3380627978
300	0.3378798133
301	0.3374395876
302	0.3368921058
303	0.336399722
304	0.3361996009
305	0.3358382789
306	0.3355057906
307	0.3353950678
308	0.3352908074
309	0.335095605
310	0.3346928785
311	0.334431048
312	0.3342788455
313	0.3339984037
314	0.3337737072
315	0.3333462847
316	0.3328619501
317	0.3324531675
318	0.3321686997
319	0.3318991906
320	0.3318234775
321	0.3314426213
322	0.3312536758
323	0.3310026295
324	0.3307625561
325	0.330586528
326	0.3303563752
327	0.3301341597
328	0.330101673
329	0.329891057
330	0.3296851035
331	0.3295044234
332	0.32921044
333	0.328812292
334	0.328706605
335	0.3285178976
336	0.3281421146
337	0.3279297962
338	0.3277396775
339	0.3274403769
340	0.327087968
341	0.3267756156
342	0.3261925831
343	0.32600452
344	0.3255890537
345	0.3253047731
346	0.3251268001
347	0.3248421988
348	0.3246826158
349	0.3245716462
350	0.3244134963
351	0.3242017259
352	0.3240692685
353	0.3238397309
354	0.3236136716
355	0.3232834146
356	0.3230626839
357	0.3229456153
358	0.3227582824
359	0.3226539298
360	0.3223552512
361	0.3220614977
362	0.321570481
363	0.3214350469
364	0.3210839506
365	0.3207765963
366	0.3204973433
367	0.3201925088
368	0.3200380431
369	0.3198896576
370	0.3196153966
371	0.3194949924
372	0.3193575284
373	0.3190844337
374	0.3187292049
375	0.3185365049
376	0.3183840119
377	0.3181074509
378	0.3178610686
379	0.3177535727
380	0.3175484772
381	0.3172408439
382	0.3170098297
383	0.3169358362
384	0.3168292674
385	0.3165943136
386	0.3164254997
387	0.3160977065
388	0.315927637
389	0.3157008282
390	0.3156044776
391	0.3154494744
392	0.3150597857
393	0.3147593909
394	0.3144872444
395	0.3142797291
396	0.3138876237
397	0.3136800048
398	0.3132628096
399	0.3128597154
400	0.3126394453
401	0.3124546114
402	0.3123192285
403	0.3121738494
404	0.3119566794
405	0.3117490115
406	0.3114102543
407	0.3112490131
408	0.3109717473
409	0.3107845059
410	0.3105550734
411	0.3103561849
412	0.310066347
413	0.3099304263
414	0.3098098632
415	0.3096367292
416	0.3094502438
417	0.3091974862
418	0.3088956165
419	0.308648968
420	0.3083141595
421	0.3081299072
422	0.3078419333
423	0.3076262444
424	0.307279
425	0.3070943347
426	0.3068814139
427	0.3067782588
428	0.3064301248
429	0.3062302064
430	0.306134222
431	0.3060473583
432	0.3057638981
433	0.305558182
434	0.3051903053
435	0.3050408713
436	0.3049189455
437	0.3045130243
438	0.3042942745
439	0.3042285503
440	0.3040242639
441	0.3038993311
442	0.3038184042
443	0.3035175526
444	0.3034991159
445	0.3032035234
446	0.303080097
447	0.3028763237
448	0.3026724057
449	0.3024686643
450	0.3022464268
451	0.3019966572
452	0.301772441
453	0.3015906571
454	0.301486755
455	0.3011475381
456	0.301110611
457	0.30103825
458	0.3008162399
459	0.3004173735
460	0.3003027045
461	0.3001958774
462	0.3001321323
463	0.2999202408
464	0.2995913866
465	0.299421883
466	0.29911496
467	0.298706066
468	0.2984238341
469	0.298185149
470	0.2980568235
471	0.2978719514
472	0.2977605867
473	0.2976380427
474	0.2972775467
475	0.2970961335
476	0.2969087017
477	0.2967320016
478	0.2965130634
479	0.2963122239
480	0.2962192027
481	0.29603951
482	0.2958307556
483	0.2955966156
484	0.2954281736
485	0.2951269445
486	0.2948767932
487	0.2946446713
488	0.294430234
489	0.2940973089
490	0.2939653612
491	0.2937615548
492	0.293527638
493	0.2932483538
494	0.2930941855
495	0.2928440168
496	0.2923723225
497	0.292239792
498	0.2918866296
499	0.2916809523
500	0.2914726698
501	0.2912603248
502	0.2910681342
503	0.2909536596
504	0.2905295824
505	0.2904049814
506	0.2902134652
507	0.2900114021
508	0.2898603111
509	0.2896020055
510	0.2894450675
511	0.2893564637
512	0.2892335133
513	0.289201632
514	0.2889802428
515	0.2889661059
516	0.2886333889
517	0.2884184986
518	0.2883099094
519	0.2879407567
520	0.2877160408
521	0.2873288277
522	0.2871214198
523	0.2870320404
524	0.2867969995
525	0.2865420176
526	0.2864698334
527	0.2863035506
528	0.2862732861
529	0.2860156779
530	0.2858381451
531	0.2855566782
532	0.2853624357
533	0.2852092273
534	0.2849636332
535	0.2847901254
536	0.2847304341
537	0.2842914876
538	0.2840365835
539	0.283871019
540	0.283694282
541	0.2835284763
542	0.2834123794
543	0.2832133768
544	0.2830904165
545	0.2829190148
546	0.2826031511
547	0.2825042449
548	0.2823972684
549	0.2823020825
550	0.2820753502
551	0.2820351722
552	0.2818535687
553	0.2816747927
554	0.2814847946
555	0.2813155591
556	0.2810704709
557	0.2808234445
558	0.2807332583
559	0.2805466998
560	0.2802107442
561	0.280073275
562	0.2799753234
563	0.2797153049
564	0.2796200775
565	0.2792964608
566	0.2791079669
567	0.2788743699
568	0.2787142969
569	0.2785134929
570	0.2783729245
571	0.2780499775
572	0.2777410743
573	0.2775509425
574	0.2772231583
575	0.277149615
576	0.2769290079
577	0.276770028
578	0.2766750594
579	0.276485001
580	0.2763365812
581	0.27611416
582	0.2759357351
583	0.2757912532
584	0.2756493362
585	0.2755593578
586	0.2754172544
587	0.2753246083
588	0.2752243407
589	0.2750772943
590	0.2749870878
591	0.2747973828
592	0.2746141284
593	0.2744037602
594	0.274136057
595	0.2739934413
596	0.2738650235
597	0.273702263
598	0.2734632312
599	0.2733336013
600	0.2731216179
601	0.2728837741
602	0.2727698545
603	0.2725740928
604	0.2723934047
605	0.2721986652
606	0.2720243569
607	0.2718514107
608	0.2717175322
609	0.2715494612
610	0.2711823433
611	0.2710133269
612	0.2708663075
613	0.2707736923
614	0.2706048704
615	0.2704200246
616	0.269916123
617	0.269777244
618	0.2696631857
619	0.2694154644
620	0.2691903385
621	0.2690844131
622	0.2689595537
623	0.2688524308
624	0.2686710554
625	0.2684646214
626	0.2682997849
627	0.2681923965
628	0.2680705394
629	0.2679738425
630	0.2678628872
631	0.2677934008
632	0.2676297115
633	0.267366421
634	0.267130694
635	0.2669220116
636	0.2668099739
637	0.266729927
638	0.2664543871
639	0.2662541714
640	0.2661586446
641	0.2660425367
642	0.2658538569
643	0.2656527039
644	0.2654964387
645	0.265392616
646	0.2652559797
647	0.2649169594
648	0.2648513861
649	0.2647719101
650	0.2645352824
651	0.264320538
652	0.2642435569
653	0.264145296
654	0.2640253891
655	0.2639101574
656	0.2638033316
657	0.2635877112
658	0.2634391574
659	0.2631359222
660	0.2629890529
661	0.2628575627
662	0.2626509444
663	0.2625244944
664	0.2624009678
665	0.2622957318
666	0.2621370107
667	0.2620382576
668	0.2618975569
669	0.2618080172
670	0.2617012051
671	0.2615463441
672	0.2614248965
673	0.2612380778
674	0.2610587231
675	0.2607888059
676	0.2606685768
677	0.2605707769
678	0.2603930503
679	0.2602712144
680	0.2600893119
681	0.2598406289
682	0.2595498562
683	0.2594169415
684	0.2592423422
685	0.259069637
686	0.2589809858
687	0.2587656047
688	0.2584978348
689	0.2584242599
690	0.2582926797
691	0.2582026753
692	0.2580166877
693	0.2578726663
694	0.2577907448
695	0.2576874274
696	0.2575020476
697	0.2572650998
698	0.2571358514
699	0.2568513207
700	0.2567268217
701	0.2565629231
702	0.2564959893
703	0.2564364811
704	0.2562827887
705	0.2560072752
706	0.2558807208
707	0.2557545325
708	0.2555962381
709	0.2554133519
710	0.2552832443
711	0.2550980865
712	0.2548949289
713	0.2547391326
714	0.2544568755
715	0.2542720954
716	0.2539717749
717	0.253863853
718	0.2537168425
719	0.2533580916
720	0.2531073558
721	0.2530118766
722	0.2529023737
723	0.2526441685
724	0.2524289911
725	0.2520673092
726	0.2518340417
727	0.2517410074
728	0.2515898764
729	0.2514010765
730	0.2512186617
731	0.2510753242
732	0.250972923
733	0.2508543705
734	0.2507076347
735	0.2504943585
736	0.2502444501
737	0.2500733751
738	0.249884675
739	0.2495430943
740	0.2494465811
741	0.2492796151
742	0.2491210518
743	0.2489032837
744	0.2487463766
745	0.2485800769
746	0.2485108667
747	0.2482341116
748	0.2481431938
749	0.2479134031
750	0.2475791168
751	0.247445218
752	0.2472418855
753	0.2471521483
754	0.2470061702
755	0.2468542851
756	0.2466801089
757	0.2465539466
758	0.2464601757
759	0.2462643419
760	0.2461617768
761	0.2460912253
762	0.2459761966
763	0.2458288713
764	0.2456138047
765	0.2455069886
766	0.2454581043
767	0.245377176
768	0.2451972241
769	0.245044413
770	0.244728997
771	0.2446144347
772	0.2444067861
773	0.2441751541
774	0.244060834
775	0.2439149711
776	0.2438109335
777	0.2434789898
778	0.2432535478
779	0.2432428138
780	0.2431411353
781	0.2429987318
782	0.2429679501
783	0.2428248164
784	0.2425786473
785	0.2424213718
786	0.2422760814
787	0.2422076321
788	0.2420206067
789	0.2417939435
790	0.2417331225
791	0.2416420135
792	0.2415357394
793	0.2414075659
794	0.2413328098
795	0.2412490634
796	0.2410863095
797	0.2409699253
798	0.2407342306
799	0.240681058
800	0.2404920775
801	0.2403806336
802	0.2402363563
803	0.2401220684
804	0.2401108126
805	0.2400269722
806	0.2398417426
807	0.2396016306
808	0.2393674577
809	0.2392920396
810	0.23894289
811	0.2386728708
812	0.2385943932
813	0.2384889552
814	0.2382249032
815	0.2381143828
816	0.2379108452
817	0.2377442796
818	0.2375949621
819	0.2375350568
820	0.2374183364
821	0.2372153443
822	0.2369961477
823	0.2368374558
824	0.2366852955
825	0.2365091541
826	0.2363890816
827	0.2362895943
828	0.2362583609
829	0.236053251
830	0.2360270103
831	0.2359398139
832	0.2358589962
833	0.2357620943
834	0.2357219302
835	0.2354554762
836	0.2353432332
837	0.2353232708
838	0.2353050751
839	0.2351978816
840	0.2350969435
841	0.2350253499
842	0.2349726178
843	0.234887985
844	0.2346872743
845	0.2346115761
846	0.2344228052
847	0.2341735181
848	0.2339516606
849	0.2338339987
850	0.233706483
851	0.2336466539
852	0.2335721543
853	0.2333624433
854	0.2333235082
855	0.2331699408
856	0.2329506915
857	0.2327407675
858	0.2324630061
859	0.2321688257
860	0.2321126787
861	0.2320597675
862	0.2319933618
863	0.2318327438
864	0.2317434439
865	0.2316677883
866	0.2316021242
867	0.2314354472
868	0.2312370796
869	0.2311091269
870	0.2309273429
871	0.2306860423
872	0.2306177552
873	0.2303895927
874	0.2301820061
875	0.2300437075
876	0.2298737967
877	0.2296401801
878	0.2294027547
879	0.2291719802
880	0.2289754401
881	0.2288974404
882	0.2288006273
883	0.228661194
884	0.228529542
885	0.2284029666
886	0.2282751621
887	0.2281305156
888	0.2278516575
889	0.227567258
890	0.2274950831
891	0.2274076351
892	0.2273081902
893	0.2271751212
894	0.2270323808
895	0.2269111188
896	0.2267640385
897	0.2265587067
898	0.2264253836
899	0.2262423036
900	0.2262064856
901	0.2259090224
902	0.2257332194
903	0.2256891141
904	0.2255397849
905	0.2254590258
906	0.2252276501
907	0.2249759495
908	0.2249217193
909	0.2247783822
910	0.2246709515
911	0.2245966468
912	0.2244718885
913	0.2243592525
914	0.2242409936
915	0.224099218
916	0.224017915
917	0.2239020283
918	0.223805034
919	0.2236448605
920	0.2234691098
921	0.223342737
922	0.2232325106
923	0.2231166985
924	0.2230241499
925	0.2227303396
926	0.222608197
927	0.2225751134
928	0.2224756029
929	0.222437677
930	0.2223962199
931	0.2223621675
932	0.2223358504
933	0.2223042059
934	0.2221977815
935	0.222147749
936	0.2220178767
937	0.2219590988
938	0.2218559079
939	0.2217312322
940	0.2216309554
941	0.2212828043
942	0.2211234594
943	0.2210935375
944	0.2209488915
945	0.2207424004
946	0.2205485554
947	0.2204995648
948	0.2203079796
949	0.2202224018
950	0.2201715344
951	0.2198696421
952	0.2197257988
953	0.2195009451
954	0.2194774372
955	0.2193402052
956	0.2192301933
957	0.2190858585
958	0.2190074192
959	0.2189564262
960	0.2189082409
961	0.2187270908
962	0.2185545257
963	0.2183619276
964	0.2182313916
965	0.2181389322
966	0.2181126239
967	0.2179572229
968	0.2179341717
969	0.217780817
970	0.2177508877
971	0.2176612184
972	0.217593087
973	0.2174750574
974	0.2174504546
975	0.2173193757
976	0.2172390104
977	0.2172034328
978	0.2170029352
979	0.2169421527
980	0.2168754402
981	0.2168184286
982	0.2168033726
983	0.2167301114
984	0.2166770386
985	0.2165877978
986	0.2165582339
987	0.2163809024
988	0.2163214945
989	0.2161425411
990	0.2160326054
991	0.2159925317
992	0.2158710208
993	0.2156827707
994	0.2155573053
995	0.2154057401
996	0.2153222153
997	0.215191015
998	0.2151752722
999	0.215054731
